INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
30001005	3	0	1	5	Medicine1_15	参心丹	立即恢复血的药。	5	542	5	10	333005	51	1	2	5	-1	4	药品
30001006	3	0	1	6	Medicine1_16	首乌丹	立即恢复血的药。	6	878	5	10	333006	51	1	2	6	-1	4	药品
30001007	3	0	1	7	Medicine2_1	仙丹转生	立即恢复血的药。	7	1410	5	10	333007	51	1	2	7	-1	4	药品
30001008	3	0	1	8	Medicine2_2	仙丹麒麟	立即恢复血的药。	8	2184	5	10	333008	51	1	2	8	-1	4	药品
30001009	3	0	1	9	Medicine2_3	仙丹魂魄	立即恢复血的药。	9	3252	5	10	333009	51	1	2	9	-1	4	药品
30001010	3	0	1	10	Medicine2_4	仙丹往生	立即恢复血的药。	10	4668	5	10	333010	51	1	2	10	-1	4	药品
30002001	3	0	2	1	Medicine1_11	行气散	立即恢复气的药。	1	124	5	10	333101	51	1	2	1	-1	4	药品
30002002	3	0	2	2	Medicine1_12	还灵丹	立即恢复气的药。	2	290	5	10	333102	51	1	2	2	-1	4	药品
30002003	3	0	2	3	Medicine1_13	归灵丸	立即恢复气的药。	3	352	5	10	333103	51	1	2	3	-1	4	药品
30002004	3	0	2	4	Medicine1_14	采香丸	立即恢复气的药。	4	432	5	10	333104	51	1	2	4	-1	4	药品
30002005	3	0	2	5	Medicine1_15	甘露丹	立即恢复气的药。	5	542	5	10	333105	51	1	2	5	-1	4	药品
30002006	3	0	2	6	Medicine1_16	琼丹	立即恢复气的药。	6	878	5	10	333106	51	1	2	6	-1	4	药品
30002007	3	0	2	7	Medicine2_1	仙丹秋月	立即恢复气的药。	7	1410	5	10	333107	51	1	2	7	-1	4	药品
30002008	3	0	2	8	Medicine2_2	仙丹神木	立即恢复气的药。	8	2184	5	10	333108	51	1	2	8	-1	4	药品
30002009	3	0	2	9	Medicine2_3	仙丹金元	立即恢复气的药。	9	3252	5	10	333109	51	1	2	9	-1	4	药品
30002010	3	0	2	10	Medicine2_4	仙丹神通	立即恢复气的药。	10	4668	5	10	333110	51	1	2	10	-1	4	药品
30003001	3	0	3	1	Medicine1_1	跌打药膏	引导恢复血的药。	1	124	5	20	333201	53	1	2	1	-1	6	药品
30003002	3	0	3	2	Medicine1_2	茯苓膏	引导恢复血的药。	2	290	5	20	333202	53	1	2	2	-1	6	药品
30003003	3	0	3	3	Medicine1_3	天麻膏	引导恢复血的药。	3	352	5	20	333203	53	1	2	3	-1	6	药品
30003004	3	0	3	4	Medicine1_4	杜仲膏	引导恢复血的药。	4	432	5	20	333204	53	1	2	4	-1	6	药品
30003005	3	0	3	5	Medicine1_5	八珍膏	引导恢复血的药。	5	542	5	20	333205	53	1	2	5	-1	6	药品
30003006	3	0	3	6	Medicine1_6	红颜膏	引导恢复血的药。	6	878	5	20	333206	53	1	2	6	-1	6	药品
30003007	3	0	3	7	Medicine1_7	虎骨膏	引导恢复血的药。	7	1410	5	20	333207	53	1	2	7	-1	6	药品
30003008	3	0	3	8	Medicine1_8	健步膏	引导恢复血的药。	8	2184	5	20	333208	53	1	2	8	-1	6	药品
30003009	3	0	3	9	Medicine1_9	延寿膏	引导恢复血的药。	9	3252	5	20	333209	53	1	2	9	-1	6	药品
30003010	3	0	3	10	Medicine1_10	不老膏	引导恢复血的药。	10	4668	5	20	333210	53	1	2	10	-1	6	药品
30004001	3	0	4	1	Medicine1_5	裂石散	增加力量的药。	1	1450	5	10	333501	51	1	2	2	-1	4	药品
30004002	3	0	4	2	Medicine1_6	开山丸	增加力量的药。	10	2160	5	10	333502	51	1	2	4	-1	4	药品
30004003	3	0	4	3	Medicine1_7	霸王丸	增加力量的药。	20	4390	5	10	333503	51	1	2	6	-1	4	药品
30004004	3	0	4	4	Medicine1_8	力拔山	增加力量的药。	30	10920	5	10	333504	51	1	2	8	-1	4	药品
30004005	3	0	4	5	Medicine1_9	力撼地	增加力量的药。	40	23340	5	10	333505	51	1	2	10	-1	4	药品
30004006	3	0	4	6	Medicine1_5	阴月散	增加灵力的药。	1	1450	5	10	333701	51	1	2	2	-1	4	药品
30004007	3	0	4	7	Medicine1_6	百花丸	增加灵力的药。	10	2160	5	10	333702	51	1	2	4	-1	4	药品
30004008	3	0	4	8	Medicine1_7	仙玉丸	增加灵力的药。	20	4390	5	10	333703	51	1	2	6	-1	4	药品
30004009	3	0	4	9	Medicine1_8	灵北阴	增加灵力的药。	30	10920	5	10	333704	51	1	2	8	-1	4	药品
30004010	3	0	4	10	Medicine1_9	灵仙罗	增加灵力的药。	40	23340	5	10	333705	51	1	2	10	-1	4	药品
30004011	3	0	4	11	Medicine1_5	筋骨散	增加体力的药。	1	1450	5	10	333601	51	1	2	2	-1	4	药品
30004012	3	0	4	12	Medicine1_6	巨象丸	增加体力的药。	10	2160	5	10	333602	51	1	2	4	-1	4	药品
30004013	3	0	4	13	Medicine1_7	无回丸	增加体力的药。	20	4390	5	10	333603	51	1	2	6	-1	4	药品
30004014	3	0	4	14	Medicine1_8	体龟寿	增加体力的药。	30	10920	5	10	333604	51	1	2	8	-1	4	药品
30004015	3	0	4	15	Medicine1_9	体天若	增加体力的药。	40	23340	5	10	333605	51	1	2	10	-1	4	药品
30004016	3	0	4	16	Medicine1_5	轻身散	增加身法的药。	1	1450	5	10	333801	51	1	2	2	-1	4	药品
30004017	3	0	4	17	Medicine1_6	鹤羽丸	增加身法的药。	10	2160	5	10	333802	51	1	2	4	-1	4	药品
30004018	3	0	4	18	Medicine1_7	梯云丸	增加身法的药。	20	4390	5	10	333803	51	1	2	6	-1	4	药品
30004019	3	0	4	19	Medicine1_8	敏兔纵	增加身法的药。	30	10920	5	10	333804	51	1	2	8	-1	4	药品
30004020	3	0	4	20	Medicine1_9	敏飞升	增加身法的药。	40	23340	5	10	333805	51	1	2	10	-1	4	药品
30004021	3	0	4	21	Medicine1_5	清心散	增加定力的药。	1	1450	5	10	333901	51	1	2	2	-1	4	药品
30004022	3	0	4	22	Medicine1_6	无为丸	增加定力的药。	10	2160	5	10	333902	51	1	2	4	-1	4	药品
30004023	3	0	4	23	Medicine1_7	神定丸	增加定力的药。	20	4390	5	10	333903	51	1	2	6	-1	4	药品
30004024	3	0	4	24	Medicine1_8	定灵犀	增加定力的药。	30	10920	5	10	333904	51	1	2	8	-1	4	药品
30004025	3	0	4	25	Medicine1_9	定致远	增加定力的药。	40	23340	5	10	333905	51	1	2	10	-1	4	药品
30005001	3	0	5	1	Medicine1_5	龟甲散	增加外功防御的药。	1	1450	5	10	334001	51	1	2	2	-1	4	药品
30005002	3	0	5	2	Medicine1_6	石肤丸	增加外功防御的药。	10	2160	5	10	334002	51	1	2	4	-1	4	药品
30005003	3	0	5	3	Medicine1_7	障罗丸	增加外功防御的药。	20	4390	5	10	334003	51	1	2	6	-1	4	药品
30005004	3	0	5	4	Medicine1_8	防不动	增加外功防御的药。	30	10920	5	10	334004	51	1	2	8	-1	4	药品
30005005	3	0	5	5	Medicine1_9	防列阵	增加外功防御的药。	40	23340	5	10	334005	51	1	2	10	-1	4	药品
30005006	3	0	5	6	Medicine1_5	清鳞散	增加内功防御的药。	1	1450	5	10	334011	51	1	2	2	-1	4	药品
30005007	3	0	5	7	Medicine1_6	彩溪丸	增加内功防御的药。	20	2160	5	10	334012	51	1	2	4	-1	4	药品
30005008	3	0	5	8	Medicine1_7	辉月丸	增加内功防御的药。	30	4390	5	10	334013	51	1	2	6	-1	4	药品
30005009	3	0	5	9	Medicine1_8	防流云	增加内功防御的药。	40	10920	5	10	334014	51	1	2	8	-1	4	药品
30005010	3	0	5	10	Medicine1_9	防阴阳	增加内功防御的药。	50	23340	5	10	334015	51	1	2	10	-1	4	药品
30005011	3	0	5	11	Medicine2_14	翠波散	增加冰防的药。	1	1760	5	10	334021	51	1	2	3	-1	4	药品
30005012	3	0	5	12	Medicine2_15	寒烟散	增加冰防的药。	30	7050	5	10	334022	51	1	2	7	-1	4	药品
30005013	3	0	5	13	Medicine2_14	雷泽散	增加玄防的药。	1	1760	5	10	334032	51	1	2	3	-1	4	药品
30005014	3	0	5	14	Medicine2_15	虚化散	增加玄防的药。	30	7050	5	10	334033	51	1	2	7	-1	4	药品
30005015	3	0	5	15	Medicine2_14	火护散	增加火防的药。	1	1760	5	10	334043	51	1	2	3	-1	4	药品
30005016	3	0	5	16	Medicine2_15	玄炎散	增加火防的药。	30	7050	5	10	334044	51	1	2	7	-1	4	药品
30005017	3	0	5	17	Medicine2_14	避毒散	增加毒防的药。	1	1760	5	10	334051	51	1	2	3	-1	4	药品
30005018	3	0	5	18	Medicine2_15	九藜散	增加毒防的药。	30	7050	5	10	334052	51	1	2	7	-1	4	药品
30005019	3	0	5	19	Medicine2_14	庇护散	增加闪避的药。	1	1760	5	10	334201	51	1	2	3	-1	4	药品
30005020	3	0	5	20	Medicine2_15	韦护散	增加闪避的药。	30	7050	5	10	334202	51	1	2	7	-1	4	药品
30006001	3	0	6	1	Medicine2_14	狼牙散	增加外攻的药。	1	2710	5	10	334101	51	1	2	5	-1	4	药品
30006002	3	0	6	2	Medicine2_15	龙牙散	增加外攻的药。	30	16260	5	10	334102	51	1	2	9	-1	4	药品
30006003	3	0	6	3	Medicine2_14	百脉散	增加内攻的药。	1	2710	5	10	334103	51	1	2	5	-1	4	药品
30006004	3	0	6	4	Medicine2_15	伯灵散	增加内攻的药。	30	16260	5	10	334104	51	1	2	9	-1	4	药品
30006005	3	0	6	5	Medicine2_14	泉晶散	增加冰攻的药。	1	2710	5	10	334105	51	1	2	5	-1	4	药品
30006006	3	0	6	6	Medicine2_15	冰灵散	增加冰攻的药。	30	16260	5	10	334106	51	1	2	9	-1	4	药品
30006007	3	0	6	7	Medicine2_14	霹雳散	增加玄攻的药。	1	2710	5	10	334113	51	1	2	5	-1	4	药品
30006008	3	0	6	8	Medicine2_15	金雷散	增加玄攻的药。	30	16260	5	10	334114	51	1	2	9	-1	4	药品
30006009	3	0	6	9	Medicine2_14	火浣散	增加火攻的药。	1	2710	5	10	334121	51	1	2	5	-1	4	药品
30006010	3	0	6	10	Medicine2_15	真火散	增加火攻的药。	30	16260	5	10	334122	51	1	2	9	-1	4	药品
30006011	3	0	6	11	Medicine2_14	五毒散	增加毒攻的药。	1	2710	5	10	334129	51	1	2	5	-1	4	药品
30006012	3	0	6	12	Medicine2_15	九藜散	增加毒攻的药。	30	16260	5	10	334130	51	1	2	9	-1	4	药品
30006013	3	0	6	13	Medicine2_14	鹰眼丹	增加命中的药。	1	2710	5	10	334231	51	1	2	5	-1	4	药品
30006014	3	0	6	14	Medicine2_15	天眼丹	增加命中的药。	30	16260	5	10	334232	51	1	2	9	-1	4	药品
30007001	3	0	7	1	Medicine2_14	小经验丹	增加经验的药。	1	32450	5	10	-1	51	1	2	11	-1	4	药品
30007002	3	0	7	2	Medicine2_15	大经验丹	增加经验的药。	1	44290	5	10	-1	51	1	2	12	-1	4	药品
30007003	3	0	7	3	Medicine2_16	王母仙丹	复活药。	30	44290	5	10	334835	51	1	2	12	-1	4	药品
30007004	3	0	7	4	Medicine2_1	英月散	抗散功。	30	4390	5	10	334410	51	1	2	9	-1	4	药品
30007005	3	0	7	5	Medicine2_2	火龙丹	抗围困。	30	4390	5	10	334411	51	1	2	9	-1	4	药品
30007006	3	0	7	6	Medicine2_3	千尺丹	抗昏迷。	30	4390	5	10	334412	51	1	2	9	-1	4	药品
30007007	3	0	7	7	Medicine2_4	定气散	抗封穴。	30	4390	5	10	334413	51	1	2	9	-1	4	药品
30007008	3	0	7	8	Medicine2_5	冥意散	抗失明。	30	4390	5	10	334414	51	1	2	9	-1	4	药品
30007009	3	0	7	9	Medicine2_6	灵触散	抗定身。	30	4390	5	10	334415	51	1	2	9	-1	4	药品
30101001	3	1	1	1	Food_1	馒头	持续恢复血。	1	124	5	20	333301	52	1	1	1	-1	4	食物
30101002	3	1	1	2	Food_2	扬州炒饭	持续恢复血。	2	290	5	20	333302	52	1	1	2	-1	4	食物
30101003	3	1	1	3	Food_3	玉米饼	持续恢复血。	3	352	5	20	333303	52	1	1	3	-1	4	食物
30101004	3	1	1	4	Food_3	千层饼	持续恢复血。	4	432	5	20	333304	52	1	1	4	-1	4	食物
30101005	3	1	1	5	Food_4	烤地瓜	持续恢复血。	5	542	5	20	333305	52	1	1	5	-1	4	食物
30101006	3	1	1	6	Food_5	混沌	持续恢复血。	6	878	5	20	333306	52	1	1	6	-1	4	食物
30101007	3	1	1	7	Food_11	油条	持续恢复血。	7	1410	5	20	333307	52	1	1	7	-1	4	食物
30101008	3	1	1	8	Food_11	春卷	持续恢复血。	8	2184	5	20	333308	52	1	1	8	-1	4	食物
30101009	3	1	1	9	Food_11	麻花	持续恢复血。	9	3252	5	20	333309	52	1	1	9	-1	4	食物
30101010	3	1	1	10	Food_5	元宵	持续恢复血。	10	4668	5	20	333310	52	1	1	10	-1	4	食物
30101011	3	1	1	11	Food_5	水晶丸子	持续恢复血。	11	6490	5	20	333311	52	1	1	11	-1	4	食物
30101012	3	1	1	12	Food_3	煎饼	持续恢复血。	12	8858	5	20	333312	52	1	1	12	-1	4	食物
30101013	3	1	1	13	Food_6	包子	持续恢复气。	1	124	5	20	333401	52	1	1	1	-1	4	食物
30101014	3	1	1	14	Food_7	皮蛋粥	持续恢复气。	2	290	5	20	333402	52	1	1	2	-1	4	食物
30101015	3	1	1	15	Food_7	八宝粥	持续恢复气。	3	352	5	20	333403	52	1	1	3	-1	4	食物
30101016	3	1	1	16	Food_7	腊八粥	持续恢复气。	4	432	5	20	333404	52	1	1	4	-1	4	食物
30101017	3	1	1	17	Food_8	饺子	持续恢复气。	5	542	5	20	333405	52	1	1	5	-1	4	食物
30101018	3	1	1	18	Food_9	过桥米线	持续恢复气。	6	878	5	20	333406	52	1	1	6	-1	4	食物
30101019	3	1	1	19	Food_9	拉面	持续恢复气。	7	1410	5	20	333407	52	1	1	7	-1	4	食物
30101020	3	1	1	20	Food_13	发糕	持续恢复气。	8	2184	5	20	333408	52	1	1	8	-1	4	食物
30101021	3	1	1	21	Food_13	米糕	持续恢复气。	9	3252	5	20	333409	52	1	1	9	-1	4	食物
30101022	3	1	1	22	Food_13	桃酥	持续恢复气。	10	4668	5	20	333410	52	1	1	10	-1	4	食物
30101023	3	1	1	23	Food_9	粉皮	持续恢复气。	11	6490	5	20	333411	52	1	1	11	-1	4	食物
30101024	3	1	1	24	Food_1	窝窝头	持续恢复气。	12	8858	5	20	333412	52	1	1	12	-1	4	食物
30102001	3	1	2	1	Meet_6	红烧肉	增加力量的菜肴。	1	1450	5	20	333511	51	1	1	3	-1	4	食物
30102002	3	1	2	2	Meet_2	叫化鸡	增加力量的菜肴。	10	1760	5	20	333512	51	1	1	4	-1	4	食物
30102003	3	1	2	3	Meet_5	红焖熊爪	增加力量的菜肴。	20	2160	5	20	333513	51	1	1	6	-1	4	食物
30102004	3	1	2	4	Fish_1	煨烤鲑鱼	增加力量的菜肴。	30	2710	5	20	333514	51	1	1	8	-1	4	食物
30102005	3	1	2	5	Corn_9	一品粥	增加灵气的菜肴。	1	1450	5	20	333711	51	1	1	3	-1	4	食物
30102006	3	1	2	6	Herbal1_13	肉丝香菇	增加灵气的菜肴。	10	1760	5	20	333712	51	1	1	4	-1	4	食物
30102007	3	1	2	7	TaskTools3_9	紫菜汤	增加灵气的菜肴。	20	2160	5	20	333713	51	1	1	6	-1	4	食物
30102008	3	1	2	8	TaskTools3_1	辣烧香螺	增加灵气的菜肴。	30	2710	5	20	333714	51	1	1	8	-1	4	食物
30102009	3	1	2	9	TaskTools3_9	菠菜汤	增加体力的菜肴。	1	1450	5	20	333611	51	1	1	3	-1	4	食物
30102010	3	1	2	10	TaskTools3_12	白菜肉丝	增加体力的菜肴。	10	1760	5	20	333612	51	1	1	4	-1	4	食物
30102011	3	1	2	11	TaskTools2_14	红烧甲鱼	增加体力的菜肴。	20	2160	5	20	333613	51	1	1	6	-1	4	食物
30102012	3	1	2	12	Food_3	鸡油烙饼	增加体力的菜肴。	30	2710	5	20	333614	51	1	1	8	-1	4	食物
30102013	3	1	2	13	Food_13	四喜丸子	增加身法的菜肴。	1	1450	5	20	333811	51	1	1	3	-1	4	食物
30102014	3	1	2	14	Food_10	干炸鲫鱼	增加身法的菜肴。	10	1760	5	20	333812	51	1	1	4	-1	4	食物
30102015	3	1	2	15	Food_7	排骨粥	增加身法的菜肴。	20	2160	5	20	333813	51	1	1	6	-1	4	食物
30102016	3	1	2	16	Food_11	粉蒸鸭肉	增加身法的菜肴。	30	2710	5	20	333814	51	1	1	8	-1	4	食物
30102017	3	1	2	17	Food_3	鱼香茄饼	增加定力的菜肴。	1	1450	5	20	333911	51	1	1	3	-1	4	食物
30102018	3	1	2	18	Food_10	炸黄花鱼	增加定力的菜肴。	10	1760	5	20	333912	51	1	1	4	-1	4	食物
30102019	3	1	2	19	Food_6	灌汤包	增加定力的菜肴。	20	2160	5	20	333913	51	1	1	6	-1	4	食物
30102020	3	1	2	20	Corn_9	罗宋汤	增加定力的菜肴。	30	2710	5	20	333914	51	1	1	8	-1	4	食物
30103001	3	1	3	1	Food_7	洋参土鳖粥	增加会心的菜肴。	30	44290	5	20	334261	51	1	1	12	-1	4	食物
30201001	3	2	1	1	Charm_15	小血咒	星宿派制毒产物，立即增加血并减少气。	1	100	5	20	333171	51	1	16	1	-1	4	门派药品
30201002	3	2	1	2	Charm_15	红血咒	星宿派制毒产物，立即增加血并减少气。	10	300	5	20	333172	51	1	16	3	-1	4	门派药品
30201003	3	2	1	3	Charm_15	赤血咒	星宿派制毒产物，立即增加血并减少气。	20	500	5	20	333173	51	1	16	5	-1	4	门派药品
30201004	3	2	1	4	Charm_15	千血咒	星宿派制毒产物，立即增加血并减少气。	30	700	5	20	333174	51	1	16	7	-1	4	门派药品
30201005	3	2	1	5	Charm_15	万血咒	星宿派制毒产物，立即增加血并减少气。	40	900	5	20	333175	51	1	16	9	-1	4	门派药品
30201006	3	2	1	6	Charm_14	小魔咒	星宿派制毒产物，立即增加气并减少血。	1	100	5	20	333176	51	1	16	2	-1	4	门派药品
30201007	3	2	1	7	Charm_14	大魔咒	星宿派制毒产物，立即增加气并减少血。	10	300	5	20	333177	51	1	16	4	-1	4	门派药品
30201008	3	2	1	8	Charm_14	地魔咒	星宿派制毒产物，立即增加气并减少血。	20	500	5	20	333178	51	1	16	6	-1	4	门派药品
30201009	3	2	1	9	Charm_14	鬼魔咒	星宿派制毒产物，立即增加气并减少血。	30	700	5	20	333179	51	1	16	8	-1	4	门派药品
30201010	3	2	1	10	Charm_14	天魔咒	星宿派制毒产物，立即增加气并减少血。	40	900	5	20	333180	51	1	16	10	-1	4	门派药品
30202001	3	2	2	1	MenpaiGoods_1	大力舍利	少林开光产物，增加力量，持续30分。	1	100	5	20	333521	51	1	11	1	-1	4	门派药品
30202002	3	2	2	2	MenpaiGoods_2	象力舍利	少林开光产物，增加力量，持续30分。	10	400	5	20	333522	51	1	11	4	-1	4	门派药品
30202003	3	2	2	3	MenpaiGoods_3	神力舍利	少林开光产物，增加力量，持续30分。	30	700	5	20	333523	51	1	11	7	-1	4	门派药品
30202004	3	2	2	4	MenpaiGoods_5	小战火	圣火术产物，增加力量，持续30分。	1	100	5	20	333531	51	1	12	1	-1	4	门派药品
30202005	3	2	2	5	MenpaiGoods_6	狼烟火	圣火术产物，增加力量，持续30分。	10	400	5	20	333532	51	1	12	4	-1	4	门派药品
30202006	3	2	2	6	MenpaiGoods_7	连天火	圣火术产物，增加力量，持续30分。	30	700	5	20	333533	51	1	12	7	-1	4	门派药品
30202007	3	2	2	7	Medicine2_11	花子蚂蚁酒	酿酒产物，增加力量，持续30分。	1	100	5	20	333541	51	1	12	1	-1	4	门派药品
30202008	3	2	2	8	Medicine2_12	花子蜈蚣酒	酿酒产物，增加力量，持续30分。	10	400	5	20	333542	51	1	12	4	-1	4	门派药品
30202009	3	2	2	9	Medicine2_13	花子蟒蛇酒	酿酒产物，增加力量，持续30分。	30	700	5	20	333543	51	1	12	7	-1	4	门派药品
30202010	3	2	2	10	Medicine2_10	通灵丹	炼丹产物，增加灵力持续30分。	1	100	5	20	333721	51	1	18	1	-1	4	门派药品
30202011	3	2	2	11	Medicine2_5	太极丹	炼丹产物，增加灵力持续30分。	10	400	5	20	333722	51	1	18	4	-1	4	门派药品
30202012	3	2	2	12	Medicine2_6	圣灵丹	炼丹产物，增加灵力持续30分。	30	700	5	20	333723	51	1	18	7	-1	4	门派药品
30202013	3	2	2	13	Charm_1	通灵帖	奇门遁甲产物增加灵力持续30。	1	100	5	20	333731	51	1	12	1	-1	4	门派药品
30202014	3	2	2	14	Charm_9	太极帖	奇门遁甲产物增加灵力持续30。	10	400	5	20	333732	51	1	12	4	-1	4	门派药品
30202015	3	2	2	15	Charm_10	圣灵帖	奇门遁甲产物增加灵力持续30。	30	700	5	20	333733	51	1	12	7	-1	4	门派药品
30202016	3	2	2	16	MenpaiGoods_13	通灵蛊	制蛊产物，增加灵力，持续30分。	1	100	5	20	333741	51	1	12	1	-1	4	门派药品
30202017	3	2	2	17	MenpaiGoods_14	太极蛊	制蛊产物，增加灵力，持续30分。	10	400	5	20	333742	51	1	12	4	-1	4	门派药品
30202018	3	2	2	18	MenpaiGoods_15	圣灵蛊	制蛊产物，增加灵力，持续30分。	30	700	5	20	333743	51	1	12	7	-1	4	门派药品
30202019	3	2	2	19	MenpaiGoods_9	壮骨晶	玄冰术产物增加体力，持续30分。	1	100	5	20	333621	51	1	14	1	-1	4	门派药品
30202020	3	2	2	20	MenpaiGoods_10	强身晶	玄冰术产物增加体力，持续30分。	10	400	5	20	333622	51	1	14	4	-1	4	门派药品
30202021	3	2	2	21	MenpaiGoods_11	护体晶	玄冰术产物增加体力，持续30分。	30	700	5	20	333623	51	1	14	7	-1	4	门派药品
30202022	3	2	2	22	MenpaiGoods_1	壮骨舍利	开光产物增加体力，持续30分。	1	100	5	20	333631	51	1	13	1	-1	4	门派药品
30202023	3	2	2	23	MenpaiGoods_2	强身舍利	开光产物增加体力，持续30分。	10	400	5	20	333632	51	1	13	4	-1	4	门派药品
30202024	3	2	2	24	MenpaiGoods_3	护体舍利	开光产物增加体力，持续30分。	30	700	5	20	333633	51	1	13	7	-1	4	门派药品
30202025	3	2	2	25	Medicine2_10	壮骨丹	炼丹产物，增加体力，持续30分。	1	100	5	20	333641	51	1	12	1	-1	4	门派药品
30202026	3	2	2	26	Medicine2_5	强身丹	炼丹产物，增加体力，持续30分。	10	400	5	20	333642	51	1	12	4	-1	4	门派药品
30202027	3	2	2	27	Medicine2_6	护体丹	炼丹产物，增加体力，持续30分。	30	700	5	20	333643	51	1	12	7	-1	4	门派药品
30202028	3	2	2	28	Charm_1	壮骨帖	奇门遁甲产物，增加体力，持续30分。	1	100	5	20	333651	51	1	12	1	-1	4	门派药品
30202029	3	2	2	29	Charm_9	强身帖	奇门遁甲产物，增加体力，持续30分。	10	400	5	20	333652	51	1	12	4	-1	4	门派药品
30202030	3	2	2	30	Charm_10	护体帖	奇门遁甲产物，增加体力，持续30分。	30	700	5	20	333653	51	1	12	7	-1	4	门派药品
30202031	3	2	2	31	MenpaiGoods_13	壮骨蛊	制蛊产物，增加体力，持续30分。	1	100	5	20	333661	51	1	12	1	-1	4	门派药品
30202032	3	2	2	32	MenpaiGoods_14	强身蛊	制蛊产物，增加体力，持续30分。	10	400	5	20	333662	51	1	12	4	-1	4	门派药品
30202033	3	2	2	33	MenpaiGoods_15	护体蛊	制蛊产物，增加体力，持续30分。	30	700	5	20	333663	51	1	12	7	-1	4	门派药品
30202034	3	2	2	34	MenpaiGoods_13	灵巧蛊	制蛊产物，增加身法，持续30分。	1	100	5	20	333821	51	1	12	1	-1	4	门派药品
30202035	3	2	2	35	MenpaiGoods_14	燕行蛊	制蛊产物，增加身法，持续30分。	10	400	5	20	333822	51	1	12	4	-1	4	门派药品
30202036	3	2	2	36	MenpaiGoods_15	神行蛊	制蛊产物，增加身法，持续30分。	30	700	5	20	333823	51	1	12	7	-1	4	门派药品
30202037	3	2	2	37	MenpaiGoods_5	灵巧火	圣火术产物，增加身法，持续30分。	1	100	5	20	333831	51	1	15	1	-1	4	门派药品
30202038	3	2	2	38	MenpaiGoods_6	燕行火	圣火术产物，增加身法，持续30分。	10	400	5	20	333832	51	1	15	4	-1	4	门派药品
30202039	3	2	2	39	MenpaiGoods_7	神行火	圣火术产物，增加身法，持续30分。	30	700	5	20	333833	51	1	15	7	-1	4	门派药品
30202040	3	2	2	40	Medicine2_11	灵巧酒	酿酒产物，增加身法，持续30分。	1	100	5	20	333841	51	1	12	1	-1	4	门派药品
30202041	3	2	2	41	Medicine2_12	燕行酒	酿酒产物，增加身法，持续30分。	10	400	5	20	333842	51	1	12	4	-1	4	门派药品
30202042	3	2	2	42	Medicine2_13	神行酒	酿酒产物，增加身法，持续30分。	30	700	5	20	333843	51	1	12	7	-1	4	门派药品
30202043	3	2	2	43	Charm_1	灵巧帖	奇门遁甲产物，增加身法，持续30分。	1	100	5	20	333851	51	1	12	1	-1	4	门派药品
30202044	3	2	2	44	Charm_9	燕行帖	奇门遁甲产物，增加身法，持续30分。	10	400	5	20	333852	51	1	12	4	-1	4	门派药品
30202045	3	2	2	45	Charm_10	神行帖	奇门遁甲产物，增加身法，持续30分。	30	700	5	20	333853	51	1	12	7	-1	4	门派药品
30202046	3	2	2	46	MenpaiGoods_9	灵巧晶	玄冰术产物，增加身法，持续30分。	1	100	5	20	333861	51	1	12	1	-1	4	门派药品
30202047	3	2	2	47	MenpaiGoods_10	燕行晶	玄冰术产物，增加身法，持续30分。	10	400	5	20	333862	51	1	12	4	-1	4	门派药品
30202048	3	2	2	48	MenpaiGoods_11	神行晶	玄冰术产物，增加身法，持续30分。	30	700	5	20	333863	51	1	12	7	-1	4	门派药品
30202049	3	2	2	49	MenpaiGoods_1	小佛舍利	开光产物增加毒防御，持续30分。	1	100	5	20	334053	51	1	11	1	-1	4	门派药品
30202050	3	2	2	50	MenpaiGoods_2	大佛舍利	开光产物增加毒防御，持续30分。	10	400	5	20	334054	51	1	11	4	-1	4	门派药品
30202051	3	2	2	51	MenpaiGoods_3	弥勒舍利	开光产物增加毒防御，持续30分。	30	700	5	20	334055	51	1	11	7	-1	4	门派药品
30202052	3	2	2	52	MenpaiGoods_15	闪避蛊	制蛊产物，增加闪避，持续30分。	1	300	5	20	334203	51	1	11	3	-1	4	门派药品
30202053	3	2	2	53	MenpaiGoods_16	躲闪蛊	制蛊产物，增加闪避，持续30分。	30	600	5	20	334204	51	1	11	6	-1	4	门派药品
30202054	3	2	2	54	MenpaiGoods_3	菩提舍利	开光产物增加闪避，持续30分。	1	300	5	20	334205	51	1	11	3	-1	4	门派药品
30202055	3	2	2	55	MenpaiGoods_4	罗汉舍利	开光产物增加闪避，持续30分。	30	600	5	20	334206	51	1	11	6	-1	4	门派药品
30202056	3	2	2	56	MenpaiGoods_5	精炼火	圣火术产物，增加冰防御，持续30分。	1	100	5	20	334023	51	1	11	2	-1	4	门派药品
30202057	3	2	2	57	MenpaiGoods_6	赤炼火	圣火术产物，增加冰防御，持续30分。	10	400	5	20	334024	51	1	11	5	-1	4	门派药品
30202058	3	2	2	58	MenpaiGoods_7	神炼火	圣火术产物，增加冰防御，持续30分。	30	700	5	20	334025	51	1	11	8	-1	4	门派药品
30202059	3	2	2	59	Medicine2_11	玄防虫酒	酿酒产物，增加玄防御，持续30分。	1	100	5	20	334034	51	1	11	1	-1	4	门派药品
30202060	3	2	2	60	Medicine2_12	玄防药酒	酿酒产物，增加玄防御，持续30分。	10	400	5	20	334035	51	1	11	3	-1	4	门派药品
