INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
308	寒湿毒配方	30202065	1	16	5	20101010	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
309	云气毒配方	30202066	1	16	8	20101016	1	20304011	1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
310	铜皮丹配方	30202067	1	18	2	20101004	1	20301001	1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
311	铁皮丹配方	30202068	1	18	5	20101010	1	20301002	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
312	龙骨丹配方	30202069	1	18	8	20101016	1	20301003	1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
313	远山帖配方	30202070	1	19	2	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
314	流云帖配方	30202071	1	19	5	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
315	残阳帖配方	30202072	1	19	8	20101016	1	20304019	1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
316	水镜符配方	30202073	1	17	2	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
317	寒冰符配方	30202074	1	17	5	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
318	玄冰符配方	30202075	1	17	8	20101016	1	20304019	1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
319	避电符配方	30202076	1	17	2	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
320	避雷符配方	30202077	1	17	5	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
321	无电符配方	30202078	1	17	8	20101016	1	20304019	1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
322	避火符配方	30202079	1	17	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
323	避炎符配方	30202080	1	17	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
324	避焱符配方	30202081	1	17	9	20101016	1	20304019	1	20306022	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	17	0	1		3000	-1	-1	我填了
325	避毒符配方	30202082	1	17	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
326	避瘴符配方	30202083	1	17	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
327	避鬼符配方	30202084	1	17	9	20101016	1	20304019	1	20306024	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	17	0	1		3000	-1	-1	我填了
328	金体帖（勿用）配方	30202085	1	19	2	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
329	玉体帖（勿用）配方	30202086	1	19	5	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
330	达摩帖（勿用）配方	30202087	1	19	8	20101016	1	20304019	1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
331	微风帖配方	30202088	1	19	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
332	疾风帖配方	30202089	1	19	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
333	狂风帖配方	30202090	1	19	9	20101016	1	20304019	1	20306027	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	19	0	1		3000	-1	-1	我填了
334	慈悲晶配方	30202091	1	14	1	20101004	1	20304020	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
335	甘霖晶配方	30202092	1	14	3	20101007	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
336	普度晶配方	30202093	1	14	5	20101010	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
337	滑冰晶配方	30202094	1	14	7	20101013	1	20304022	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
338	雪冰晶配方	30202095	1	14	9	20101016	1	20304022	1	20306029	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	14	0	1		3000	-1	-1	我填了
339	水寒符配方	30203001	1	17	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
340	冰寒符配方	30203002	1	17	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
341	天寒符配方	30203003	1	17	9	20101016	1	20304019	1	20306024	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	17	0	1		3000	-1	-1	我填了
342	小冰晶配方	30203004	1	14	3	20101004	1	20304020	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
343	海冰晶配方	30203005	1	14	6	20101010	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
344	天冰晶配方	30203006	1	14	9	20101016	1	20304022	1	20306029	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	14	0	1		3000	-1	-1	我填了
345	佛陀舍利配方	30203007	1	11	3	20101004	1	20304001	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
346	大陀舍利配方	30203008	1	11	6	20101010	1	20304002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
347	佛明舍利配方	30203009	1	11	9	20101016	1	20304002	1	20306021	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	11	0	1		3000	-1	-1	我填了
348	辉玄丹配方	30203010	1	18	3	20101004	1	20301001	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
349	星玄丹配方	30203011	1	18	6	20101010	1	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
350	月玄丹配方	30203012	1	18	9	20101016	1	20301003	1	20306023	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	18	0	1		3000	-1	-1	我填了
351	烈火配方	30203013	1	12	3	20101004	1	20304003	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
352	真火配方	30203014	1	12	6	20101010	1	20304004	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
353	圣火配方	30203015	1	12	9	20101016	1	20304004	1	20306022	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	12	0	1		3000	-1	-1	我填了
354	电火帖配方	30203016	1	19	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
355	雷火帖配方	30203017	1	19	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
356	天火帖配方	30203018	1	19	9	20101016	1	20304019	1	20306027	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	19	0	1		3000	-1	-1	我填了
357	虫毒配方	30203019	1	16	3	20101004	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
358	尸毒配方	30203020	1	16	6	20101010	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
359	鬼毒配方	30203021	1	16	9	20101016	1	20304011	1	20306028	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	16	0	1		3000	-1	-1	我填了
360	花子蜘蛛酒配方	30203022	1	13	3	20101004	1	20304007	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
361	花子毒蝎酒配方	30203023	1	13	6	20101010	1	20304009	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
362	花子毒蛇酒配方	30203024	1	13	9	20101016	1	20304011	1	20306026	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	13	0	1		3000	-1	-1	我填了
363	地火配方	30203025	1	12	3	20101004	1	20304003	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
364	天火配方	30203026	1	12	6	20101010	1	20304004	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
365	冥火配方	30203027	1	12	9	20101016	1	20304004	1	20306022	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	12	0	1		3000	-1	-1	我填了
366	人意帖配方	30203028	1	19	3	20101004	1	20304017	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
367	地意帖配方	30203029	1	19	6	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
368	天意帖配方	30203030	1	19	9	20101016	1	20304019	1	20306027	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	19	0	1		3000	-1	-1	我填了
369	觅人晶配方	30203031	1	14	3	20101004	1	20304020	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
370	觅物晶配方	30203032	1	14	6	20101010	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
371	觅心晶配方	30203033	1	14	9	20101016	1	20304022	1	20306029	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	14	0	1		3000	-1	-1	我填了
372	鹰眼蛊配方	30203034	1	15	3	20101004	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
373	天眼蛊配方	30203035	1	15	6	20101010	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
374	神眼蛊配方	30203036	1	15	9	20101016	1	20304011	1	20306025	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	15	0	1		3000	-1	-1	我填了
375	赦免舍利配方	30204001	1	11	5	20101014	1	20304002	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
376	荣焰火配方	30204002	1	12	5	20101014	1	20304004	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
377	苏醒酒配方	30204003	1	13	5	20101014	1	20304009	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
378	无畏符配方	30204004	1	17	5	20101013	1	20304019	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
379	百化毒配方	30204005	1	16	5	20101013	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
380	除病丹配方	30204006	1	18	5	20101013	1	20301002	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
381	愈体晶配方	30204007	1	14	5	20101015	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
382	清醒帖配方	30204008	1	19	5	20101015	1	20304018	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
383	百脉蛊配方	30204009	1	15	5	20101015	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
384	多嘴酒配方	30205001	1	13	7	20101020	1	20304011	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
385	焰毒配方	30205002	1	16	7	20101020	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
386	如来舍利配方	30205003	1	11	7	20101020	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
387	玄冰晶配方	30205004	1	14	7	20101021	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
388	龙睛蛊配方	30205005	1	15	7	20101021	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
389	波光符配方	30205006	1	17	7	20101021	1	20304019	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	17	0	1		3000	-1	-1	我填了
390	凝毒晶配方	30205007	1	14	7	20101022	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
391	愈合舍利配方	30205008	1	11	7	20101022	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
392	花子冰酒配方	30205009	1	13	7	20101022	1	20304011	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
393	补缺帖配方	30205010	1	19	7	20101023	1	20304018	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
394	健体舍利配方	30205011	1	11	7	20101023	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
395	暖意火配方	30205012	1	12	7	20101023	1	20304004	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
396	速行鞋配方	30505001	1	6	5	20103007	1	20304004	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
397	绣球配方	30601001	1	1	5	20105006	1	20107010	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	1	0	1		3000	-1	-1	我填了
398	馒头配方	30101001	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	1	0	0		3000	-1	30101001	我填了
