INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT
276	明教护法	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	180	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
277	明教护法	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	180	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
278	星宿青年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	74	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
279	星宿壮年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
280	星宿壮年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
283	中年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	56	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
284	中年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	56	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
285	中年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	56	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
286	天山青年女侠	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	219	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
287	天山青年女侠	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	220	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
288	天山青年女侠	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	222	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
289	天山中年女侠	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	218	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
290	天山老年女侠	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	223	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
291	丫鬟	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	65	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
292	峨嵋青年女弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	214	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
293	峨嵋青年女弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	215	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
294	逍遥青年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	81	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
295	逍遥青年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	81	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
296	逍遥青年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	81	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
299	逍遥中年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	84	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
300	逍遥中年男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	84	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
301	天山男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	224	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
302	天山男弟子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	224	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
303	镖师	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	113	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
304	飞贼	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	141	0	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
305	稻草人	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	10	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
306	鸽子	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	0	0	0	1	100	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	142	0	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
307	鸽子	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	0	0	0	1	100	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	143	0	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
308	鸽子	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	0	0	0	1	100	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	144	0	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
309	牧羊犬	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	0	0	0	1	100	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	-1	-1	151	0	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
310	绵羊	1	60	423	0	10	3	-1	10	20	1	10	0	0	0	0	0	0	1	100	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	-1	-1	152	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
311	小道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	89	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
312	小男孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	85	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
313	苗疆书生	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	97	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
314	苗疆卫兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	2500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
315	青年侠客	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	119	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
316	辽西青年牧民	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	2	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
317	药篓子	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	68	1	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
318	虎	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1010	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
319	白虎	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1002	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
320	灰狼	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1012	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
321	白狼	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1003	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
322	骆驼	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1015	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
323	白骆驼	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1005	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
324	鹤	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1008	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
325	金翼鹤	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1013	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
326	青凤	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1018	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
327	红白凤	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1009	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
328	牦牛	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1016	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
329	白牦牛	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1006	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
330	鹿	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1014	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
331	白鹿	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1004	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
332	雕	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1007	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
333	白雕	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1001	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
334	黄骠马	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1011	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
335	青白骢马	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	1017	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
336	峨嵋男弟子	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	216	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
337	峨嵋女弟子	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	213	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
338	天山女弟子	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	135	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
339	猫	1	1	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	802	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
340	龟	1	1	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	823	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
341	兔子	1	1	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	806	0	0	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
342	偃师	1	40	270	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
500	恶猿之王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	69	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
501	华南虎王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	4	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
502	赵谭	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	51	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
503	大醉人蜂	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	19	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
504	瑞婆婆	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	26	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
505	山蛛之王	0	10	72	0	10	2	9	20	20	1	10	-1	0	41	38	41	35	500	100	0	0	88	16	5	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
506	野人之王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	64	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
507	沙坡狼王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	23	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
508	西夏军密使	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
509	残破兵俑将军	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	42	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_2	1000	2000
510	修罗探子首领	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
511	秦家寨信使	0	16	108	0	10	0	9	20	20	1	10	-1	0	57	52	57	48	820	100	0	0	120	13	5	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
512	马承倩	0	22	144	0	10	15	9	20	20	1	10	-1	0	72	67	72	61	1200	100	0	0	140	17	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	7	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
513	西北狼王	0	23	151	0	10	4	9	20	20	1	10	-1	0	75	69	75	64	1600	100	0	0	160	17	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	23	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
514	灰熊王	0	24	158	0	10	24	9	20	20	1	10	-1	0	77	72	77	66	1800	100	0	0	180	18	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	61	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_8	1000	2000
515	红枫蜘蛛王	0	26	172	0	10	11	9	20	20	1	10	-1	0	83	76	83	70	1500	100	0	0	180	19	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
516	端木元	0	53	367	0	10	9	9	20	20	1	10	-1	0	153	141	153	130	3000	100	0	0	300	35	7	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
517	马匪王	0	70	507	0	10	0	9	20	20	1	10	-1	0	197	182	197	167	5000	100	0	0	206	45	8	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	171	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
518	轻甲莽盖一	0	75	552	0	10	23	9	20	20	1	10	-1	0	210	194	210	178	5500	100	0	0	400	48	8	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	30	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
519	轻甲莽盖二	0	76	561	0	10	23	9	20	20	1	10	-1	0	213	196	213	180	5700	100	0	0	400	49	8	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	30	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
520	轻甲莽盖三	0	77	570	0	10	0	9	20	20	1	10	-1	0	215	199	215	182	5900	100	0	0	400	50	8	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	30	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
521	蓑衣野人王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	69	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
522	狼人队长	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	24	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
523	花斑豹之王	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	4	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
524	神秘土司一	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
525	神秘土司二	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
526	神秘土司三	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
527	藤甲贼元帅	0	22	144	0	10	15	9	20	20	1	10	-1	0	72	67	72	61	1200	100	0	0	140	17	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
528	勇士之王	0	24	158	0	10	24	9	20	20	1	10	-1	0	77	72	77	66	1300	100	0	0	160	18	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
529	小偃师	0	12	84	0	10	0	9	20	20	1	10	-1	0	46	43	46	39	500	100	0	0	50	11	5	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
530	山越狂战士	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1120	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	41	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
531	含笑	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	13	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
532	严白虎	0	20	132	0	10	5	28	20	20	1	10	-1	0	60	60	60	60	1200	100	0	0	70	20	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
533	古汉	0	30	200	0	10	17	9	20	20	1	10	-1	0	93	86	93	79	2000	100	0	0	180	21	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	41	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
534	死亡之王	0	32	214	0	10	0	9	20	20	1	10	-1	0	98	91	98	83	2300	100	0	0	200	23	6	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
535	山蛛之王	0	10	72	0	10	2	9	20	20	1	10	-1	0	41	38	41	35	500	100	0	0	90	9	5	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
536	神农帮特使	0	12	84	0	10	0	9	20	20	1	10	-1	0	46	43	46	39	550	100	0	0	100	11	5	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	41	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
537	纥石烈阿疏	0	100	828	0	10	17	9	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	500	63	10	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	30	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
