INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	STRING
2178	50902	笑里藏刀	2	2	0	1300	-1	12000	法力需求	4	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1460	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 110点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加60点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 110点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加60点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2179	50903	笑里藏刀	3	3	0	1300	-1	12000	法力需求	4	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1461	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 120点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加70点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 120点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加70点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2180	50904	笑里藏刀	4	4	0	1300	-1	12000	法力需求	4	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1462	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 130点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加80点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 130点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加80点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2181	50905	笑里藏刀	5	5	0	1300	-1	12000	法力需求	4	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1463	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 140点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加90点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 140点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加90点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2182	50906	笑里藏刀	6	6	0	1300	-1	12000	法力需求	4	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1464	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 150点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加100点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 150点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加100点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2183	50907	笑里藏刀	7	7	0	1300	-1	12000	法力需求	4	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1465	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 160点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加110点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 160点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加110点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2184	50908	笑里藏刀	8	8	0	1300	-1	12000	法力需求	4	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1466	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 170点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加120点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 170点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加120点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2185	50909	笑里藏刀	9	9	0	1300	-1	12000	法力需求	4	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1467	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 180点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加130点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 180点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加130点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2186	50910	笑里藏刀	10	10	0	1300	-1	12000	法力需求	4	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1468	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 190点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加140点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 190点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加140点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2187	50911	笑里藏刀	11	11	0	1300	-1	12000	法力需求	4	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1469	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 200点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加150点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 200点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加150点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2188	50912	笑里藏刀	12	12	0	1300	-1	12000	法力需求	4	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1470	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 210点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加160点的伤害,最高持续12秒#r#cFF6600需要装备武器"	"消耗气: 210点#r 有效距离:15米#r引导#r单体攻击 使敌人每3秒受到一次内功攻击加160点的伤害,最高持续12秒#r#cFF6600需要装备武器"
2189	51001	笑口常开	1	1	0	15000	-1	-1	法力需求	4	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1471	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 50点#r 有效距离:15米#r瞬间释放 冷却时间:15秒#r单体缓速 使敌人移动速度减弱50%,持续10秒#r#cFF6600需要装备武器"	"消耗气: 50点#r 有效距离:15米#r瞬间释放 冷却时间:15秒#r单体缓速 使敌人移动速度减弱50%,持续10秒#r#cFF6600需要装备武器"
2201	51101	笑语解颐	1	1	0	1300	-1	15000	法力需求	4	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	12			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于20级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于20级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2202	51102	笑语解颐	2	2	0	1300	-1	15000	法力需求	4	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	20			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于30级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于30级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2203	51103	笑语解颐	3	3	0	1300	-1	15000	法力需求	4	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	28			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于40级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于40级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2204	51104	笑语解颐	4	4	0	1300	-1	15000	法力需求	4	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	36			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于50级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于50级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2205	51105	笑语解颐	5	5	0	1300	-1	15000	法力需求	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	44			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于60级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于60级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2206	51106	笑语解颐	6	6	0	1300	-1	15000	法力需求	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	52			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于70级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于70级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2207	51107	笑语解颐	7	7	0	1300	-1	15000	法力需求	4	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	60			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于80级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于80级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2208	51108	笑语解颐	8	8	0	1300	-1	15000	法力需求	4	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	68			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于90级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于90级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2209	51109	笑语解颐	9	9	0	1300	-1	15000	法力需求	4	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	76			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于100级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于100级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2210	51110	笑语解颐	10	10	0	1300	-1	15000	法力需求	4	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	84			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于110级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于110级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2211	51111	笑语解颐	11	11	0	1300	-1	15000	法力需求	4	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	92			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于120级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于120级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2212	51112	笑语解颐	12	12	0	1300	-1	15000	法力需求	4	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	100			|生效一次的附加效果1	1472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于130级的怪物,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:20米#r引导#r策反低于130级的怪物,最高持续15秒#r#cFF6600需要装备武器"
2213	51201	含沙射影	1	1	0	1300	-1	-1	法力需求	4	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1473	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 50点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到60点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 50点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到60点伤害,总共持续30秒#r#cFF6600需要装备武器"
2214	51202	含沙射影	2	2	0	1300	-1	-1	法力需求	4	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1474	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 60点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到70点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 60点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到70点伤害,总共持续30秒#r#cFF6600需要装备武器"
2215	51203	含沙射影	3	3	0	1300	-1	-1	法力需求	4	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1475	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 70点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到80点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 70点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到80点伤害,总共持续30秒#r#cFF6600需要装备武器"
2216	51204	含沙射影	4	4	0	1300	-1	-1	法力需求	4	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1476	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 80点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到90点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 80点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到90点伤害,总共持续30秒#r#cFF6600需要装备武器"
2217	51205	含沙射影	5	5	0	1300	-1	-1	法力需求	4	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1477	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 90点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到100点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 90点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到100点伤害,总共持续30秒#r#cFF6600需要装备武器"
2218	51206	含沙射影	6	6	0	1300	-1	-1	法力需求	4	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1478	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到110点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到110点伤害,总共持续30秒#r#cFF6600需要装备武器"
2219	51207	含沙射影	7	7	0	1300	-1	-1	法力需求	4	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1479	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 110点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到120点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 110点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到120点伤害,总共持续30秒#r#cFF6600需要装备武器"
2220	51208	含沙射影	8	8	0	1300	-1	-1	法力需求	4	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1480	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 120点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到130点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 120点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到130点伤害,总共持续30秒#r#cFF6600需要装备武器"
2221	51209	含沙射影	9	9	0	1300	-1	-1	法力需求	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1481	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 130点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到140点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 130点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到140点伤害,总共持续30秒#r#cFF6600需要装备武器"
2222	51210	含沙射影	10	10	0	1300	-1	-1	法力需求	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1482	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 140点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到150点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 140点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到150点伤害,总共持续30秒#r#cFF6600需要装备武器"
2223	51211	含沙射影	11	11	0	1300	-1	-1	法力需求	4	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1483	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 150点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到160点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 150点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到160点伤害,总共持续30秒#r#cFF6600需要装备武器"
2224	51212	含沙射影	12	12	0	1300	-1	-1	法力需求	4	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1484	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 160点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到170点伤害,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 160点#r 有效距离:15米#r瞬间释放 #r单体攻击 诅咒敌人,使其每3秒受到170点伤害,总共持续30秒#r#cFF6600需要装备武器"
2225	51301	四面楚歌	1	1	0	1300	-1	-1	法力需求	4	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1497	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 100点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御10点,内功防御10点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 100点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御10点,内功防御10点,总共持续30秒#r#cFF6600需要装备武器"
2226	51302	四面楚歌	2	2	0	1300	-1	-1	法力需求	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1498	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 110点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御20点,内功防御20点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 110点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御20点,内功防御20点,总共持续30秒#r#cFF6600需要装备武器"
2227	51303	四面楚歌	3	3	0	1300	-1	-1	法力需求	4	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1499	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 120点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御30点,内功防御30点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 120点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御30点,内功防御30点,总共持续30秒#r#cFF6600需要装备武器"
2228	51304	四面楚歌	4	4	0	1300	-1	-1	法力需求	4	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1500	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 130点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御40点,内功防御40点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 130点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御40点,内功防御40点,总共持续30秒#r#cFF6600需要装备武器"
2229	51305	四面楚歌	5	5	0	1300	-1	-1	法力需求	4	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1501	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 140点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御50点,内功防御50点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 140点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御50点,内功防御50点,总共持续30秒#r#cFF6600需要装备武器"
2230	51306	四面楚歌	6	6	0	1300	-1	-1	法力需求	4	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1502	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 150点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御60点,内功防御60点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 150点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御60点,内功防御60点,总共持续30秒#r#cFF6600需要装备武器"
2231	51307	四面楚歌	7	7	0	1300	-1	-1	法力需求	4	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1503	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 160点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御70点,内功防御70点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 160点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御70点,内功防御70点,总共持续30秒#r#cFF6600需要装备武器"
2232	51308	四面楚歌	8	8	0	1300	-1	-1	法力需求	4	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1504	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 170点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御80点,内功防御80点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 170点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御80点,内功防御80点,总共持续30秒#r#cFF6600需要装备武器"
2233	51309	四面楚歌	9	9	0	1300	-1	-1	法力需求	4	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1505	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 180点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御90点,内功防御90点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 180点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御90点,内功防御90点,总共持续30秒#r#cFF6600需要装备武器"
2234	51310	四面楚歌	10	10	0	1300	-1	-1	法力需求	4	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1506	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 190点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御100点,内功防御100点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 190点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御100点,内功防御100点,总共持续30秒#r#cFF6600需要装备武器"
2235	51311	四面楚歌	11	11	0	1300	-1	-1	法力需求	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1507	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 200点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御110点,内功防御110点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 200点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御110点,内功防御110点,总共持续30秒#r#cFF6600需要装备武器"
2236	51312	四面楚歌	12	12	0	1300	-1	-1	法力需求	4	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	1508	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	"消耗气: 210点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御120点,内功防御120点,总共持续30秒#r#cFF6600需要装备武器"	"消耗气: 210点#r 有效距离:10米#r瞬间释放 #r单体弱化 削弱敌人外功防御120点,内功防御120点,总共持续30秒#r#cFF6600需要装备武器"
2237	51401	呆若木鸡	1	1	1	1300	-1	10000	法力需求	4	42	-1	目标含沙状态	2	20	-1	-1	-1	-1	-1	-1			生效一次的效果(自己)|	-1	生效一次的效果(目标)	1509	|引导周期的效果(自己)|	1511	引导周期的附加效果(目标)	-1																	"消耗气: 150点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的30%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"	"消耗气: 150点#r对方必须是中含沙射影状态#r 有效距离:15米#r引导#r单体吸怒 使敌人每3秒掉怒30点,自己按照敌人掉怒的30%的比率加怒,最高持续15秒#r#cFF6600需要装备武器"
